<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2023-09-22 23:00:00,97722.0,97722.0,97031.0,97080.0,5.0
2023-09-28 23:00:00,98000.0,98000.0,97400.0,97400.0,7.0
2023-10-02 23:00:00,99492.0,99500.0,99351.0,99500.0,3.0
2023-10-03 23:00:00,101594.0,101594.0,100000.0,100146.0,6.0
2023-10-04 23:00:00,101929.0,101929.0,100738.0,100738.0,2.0
2023-10-06 23:00:00,102501.0,103000.0,102201.0,102542.0,10.0
2023-10-09 23:00:00,102200.0,103500.0,101700.0,102000.0,10.0
2023-10-10 23:00:00,102465.0,102465.0,102465.0,102465.0,1.0
2023-10-11 23:00:00,102369.0,102369.0,102369.0,102369.0,1.0
2023-10-12 23:00:00,102763.0,102763.0,100376.0,101017.0,13.0
2023-10-13 23:00:00,101001.0,102370.0,101001.0,102370.0,2.0
2023-10-16 23:00:00,101006.0,101006.0,101006.0,101006.0,1.0
2023-10-17 23:00:00,101004.0,101004.0,101000.0,101000.0,3.0
2023-10-18 23:00:00,101503.0,103374.0,101503.0,101574.0,3.0
2023-10-19 23:00:00,101555.0,101555.0,101555.0,101555.0,1.0
2023-10-20 23:00:00,101555.0,101555.0,101003.0,101150.0,5.0
2023-10-23 23:00:00,100158.0,100158.0,99600.0,99600.0,5.0
2023-10-24 23:00:00,99509.0,99509.0,97002.0,97002.0,7.0
2023-10-25 23:00:00,98686.0,98686.0,96939.0,96939.0,3.0
2023-10-26 23:00:00,99817.0,99935.0,95889.0,96507.0,46.0
2023-10-27 23:00:00,99606.0,99900.0,96962.0,98176.0,18.0
2023-10-30 23:00:00,99007.0,99715.0,98040.0,98047.0,4.0
2023-10-31 23:00:00,98500.0,98500.0,97521.0,97630.0,7.0
2023-11-01 23:00:00,99819.0,99950.0,98675.0,98801.0,13.0
2023-11-02 23:00:00,99501.0,99501.0,99013.0,99013.0,6.0
2023-11-03 23:00:00,99500.0,99500.0,99107.0,99150.0,5.0
2023-11-06 23:00:00,99878.0,99878.0,98800.0,98800.0,4.0
2023-11-07 23:00:00,98920.0,98920.0,98920.0,98920.0,1.0
2023-11-08 23:00:00,99900.0,101000.0,99551.0,99551.0,9.0
2023-11-09 23:00:00,99960.0,100999.0,98970.0,99014.0,7.0
2023-11-10 23:00:00,100228.0,100990.0,99202.0,99202.0,7.0
2023-11-13 23:00:00,99803.0,101000.0,99803.0,99817.0,12.0
2023-11-14 23:00:00,101206.0,101206.0,100089.0,100089.0,9.0
